"Age","LearningCategorySelftTaught","LearningCategoryOnlineCourses","LearningCategoryWork","LearningCategoryUniversity","LearningCategoryKaggle","GenderSelect","Country","EmploymentStatus","DataScienceIdentitySelect","FormalEducation","MajorSelect","Tenure","FirstTrainingSelect","ParentsEducation","EmployerIndustry","EmployerSize","EmployerSizeChange","EmployerMLTime","EmployerSearchMethod","RemoteWork","CompensationAmount","CompensationCurrency.x","FormalEducation_Q","Tenure_Q","EmployerSize_Q","CompensationCurrency.y","...1","exchangeRate","frac","Salary_USD","Compensation_Median_USD","Median_to_Salary"
33,20,75,5,0,0,"Male","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","Some college/university study, no bachelor's degree","Technology","10,000 or more employees","Stayed the same","3-5 years","An external recruiter or headhunter","Sometimes",140000,"USD",4,3,8,"AMD",46,0.00209,0,292.6,1956.24,6.68571428571429
33,20,75,5,0,0,"Male","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","Some college/university study, no bachelor's degree","Technology","10,000 or more employees","Stayed the same","3-5 years","An external recruiter or headhunter","Sometimes",140000,"USD",4,3,8,"USD",1,1,1,140000,1956.24,0.0139731428571429
56,5,5,65,25,0,"Male","United States","Employed full-time","","Master's degree","Mathematics or statistics","More than 10 years","Work","A bachelor's degree","Technology","1,000 to 4,999 employees","Stayed the same","3-5 years","A friend, family member, or former colleague told me","",205000,"USD",5,5,6,"AMD",46,0.00209,0,428.45,1956.24,4.56585365853658
56,5,5,65,25,0,"Male","United States","Employed full-time","","Master's degree","Mathematics or statistics","More than 10 years","Work","A bachelor's degree","Technology","1,000 to 4,999 employees","Stayed the same","3-5 years","A friend, family member, or former colleague told me","",205000,"USD",5,5,6,"USD",1,1,1,205000,1956.24,0.00954263414634146
27,5,25,25,25,20,"Male","United States","Employed full-time","","Master's degree","Engineering (non-computer focused)","3 to 5 years","University courses","Some college/university study, no bachelor's degree","Financial","Fewer than 10 employees","Increased slightly","3-5 years","A general-purpose job board","Always",104000,"USD",5,3,1,"AMD",46,0.00209,0,217.36,1956.24,9
27,5,25,25,25,20,"Male","United States","Employed full-time","","Master's degree","Engineering (non-computer focused)","3 to 5 years","University courses","Some college/university study, no bachelor's degree","Financial","Fewer than 10 employees","Increased slightly","3-5 years","A general-purpose job board","Always",104000,"USD",5,3,1,"USD",1,1,1,104000,1956.24,0.01881
42,30,40,20,5,5,"Female","Portugal","Employed full-time","Yes","Doctoral degree","Other","3 to 5 years","Self-taught","A master's degree","Government","100 to 499 employees","Stayed the same","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",40000,"EUR",6,3,4,"EUR",2,1.195826,1,47833.04,28699.824,0.6
44,20,0,70,0,10,"Male","United States","Independent contractor, freelancer, or self-employed","","Master's degree","A social science","3 to 5 years","Self-taught","A bachelor's degree","Mix of fields","","","","","Always",250000,"USD",5,3,NA,"AMD",46,0.00209,0,522.5,1956.24,3.744
44,20,0,70,0,10,"Male","United States","Independent contractor, freelancer, or self-employed","","Master's degree","A social science","3 to 5 years","Self-taught","A bachelor's degree","Mix of fields","","","","","Always",250000,"USD",5,3,NA,"USD",1,1,1,250000,1956.24,0.00782496
34,20,0,70,10,0,"Male","Canada","Employed full-time","Sort of (Explain more)","Doctoral degree","Computer Science","3 to 5 years","Work","A bachelor's degree","Academic","I don't know","Increased slightly","Don't know","I visited the company's Web site and found a job listing there","Most of the time",120000,"BRL",6,3,10,"CAD",7,0.823688,0.95,98842.56,80000,0.80936794838175
34,20,0,70,10,0,"Male","Canada","Employed full-time","Sort of (Explain more)","Doctoral degree","Computer Science","3 to 5 years","Work","A bachelor's degree","Academic","I don't know","Increased slightly","Don't know","I visited the company's Web site and found a job listing there","Most of the time",120000,"BRL",6,3,10,"USD",1,1,0.05,120000,80000,0.666666666666667
67,5,5,80,10,0,"Male","United States","Employed full-time","Yes","Doctoral degree","Electrical Engineering","More than 10 years","University courses","Some college/university study, no bachelor's degree","Other","Fewer than 10 employees","Stayed the same","More than 10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Always",1e+05,"USD",6,5,1,"AMD",46,0.00209,0,209,1956.24,9.36
67,5,5,80,10,0,"Male","United States","Employed full-time","Yes","Doctoral degree","Electrical Engineering","More than 10 years","University courses","Some college/university study, no bachelor's degree","Other","Fewer than 10 employees","Stayed the same","More than 10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Always",1e+05,"USD",6,5,1,"USD",1,1,1,1e+05,1956.24,0.0195624
51,50,40,10,0,0,"Female","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Information technology, networking, or system administration","1 to 2 years","Other","Some college/university study, no bachelor's degree","CRM/Marketing","500 to 999 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",140000,"USD",4,2,5,"AMD",46,0.00209,0,292.6,1956.24,6.68571428571429
51,50,40,10,0,0,"Female","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Information technology, networking, or system administration","1 to 2 years","Other","Some college/university study, no bachelor's degree","CRM/Marketing","500 to 999 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",140000,"USD",4,2,5,"USD",1,1,1,140000,1956.24,0.0139731428571429
31,10,50,0,0,5,"Male","India","Employed full-time","Sort of (Explain more)","Master's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Mix of fields","10 to 19 employees","Increased slightly","1-2 years","An external recruiter or headhunter","Never",63000,"INR",5,3,2,"INR",3,0.01562,0.94,11808.72,28116,2.38095238095238
31,10,50,0,0,5,"Male","India","Employed full-time","Sort of (Explain more)","Master's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Mix of fields","10 to 19 employees","Increased slightly","1-2 years","An external recruiter or headhunter","Never",63000,"INR",5,3,2,"RON",43,0.259964,0,16377.732,28116,1.71672121634424
31,10,50,0,0,5,"Male","India","Employed full-time","Sort of (Explain more)","Master's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Mix of fields","10 to 19 employees","Increased slightly","1-2 years","An external recruiter or headhunter","Never",63000,"INR",5,3,2,"RSD",45,0.01002,0.01,631.26,28116,44.5394924436841
31,10,50,0,0,5,"Male","India","Employed full-time","Sort of (Explain more)","Master's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Mix of fields","10 to 19 employees","Increased slightly","1-2 years","An external recruiter or headhunter","Never",63000,"INR",5,3,2,"RUB",6,0.017402,0,13155.912,28116,2.13713804105713
31,10,50,0,0,5,"Male","India","Employed full-time","Sort of (Explain more)","Master's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Mix of fields","10 to 19 employees","Increased slightly","1-2 years","An external recruiter or headhunter","Never",63000,"INR",5,3,2,"USD",1,1,0.04,63000,28116,0.446285714285714
30,100,0,0,0,0,"Male","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Other","6 to 10 years","Self-taught","A bachelor's degree","Insurance","I don't know","Stayed the same","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",150000,"USD",4,4,10,"AMD",46,0.00209,0,313.5,1956.24,6.24
30,100,0,0,0,0,"Male","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Other","6 to 10 years","Self-taught","A bachelor's degree","Insurance","I don't know","Stayed the same","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",150000,"USD",4,4,10,"USD",1,1,1,150000,1956.24,0.0130416
28,40,0,0,30,30,"Male","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Mathematics or statistics","3 to 5 years","Self-taught","A master's degree","Government","1,000 to 4,999 employees","Increased slightly","1-2 years","I visited the company's Web site and found a job listing there","Sometimes",115000,"USD",4,3,6,"AMD",46,0.00209,0,240.35,1956.24,8.13913043478261
28,40,0,0,30,30,"Male","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Mathematics or statistics","3 to 5 years","Self-taught","A master's degree","Government","1,000 to 4,999 employees","Increased slightly","1-2 years","I visited the company's Web site and found a job listing there","Sometimes",115000,"USD",4,3,6,"USD",1,1,1,115000,1956.24,0.0170107826086957
25,30,10,30,25,5,"Male","Canada","Independent contractor, freelancer, or self-employed","","Bachelor's degree","Physics","3 to 5 years","Self-taught","Some college/university study, no bachelor's degree","Mix of fields","","","","","Always",75000,"CAD",4,3,NA,"CAD",7,0.823688,0.95,61776.6,80000,1.2949887174108
25,30,10,30,25,5,"Male","Canada","Independent contractor, freelancer, or self-employed","","Bachelor's degree","Physics","3 to 5 years","Self-taught","Some college/university study, no bachelor's degree","Mix of fields","","","","","Always",75000,"CAD",4,3,NA,"USD",1,1,0.05,75000,80000,1.06666666666667
29,60,20,10,5,5,"Male","United Kingdom","Employed full-time","Yes","Bachelor's degree","Other","6 to 10 years","Work","Some college/university study, no bachelor's degree","CRM/Marketing","10,000 or more employees","Increased slightly","More than 10 years","I visited the company's Web site and found a job listing there","Sometimes",60000,"GBP",4,4,8,"EUR",2,1.195826,0.01,71749.56,59588.46,0.830506277669159
29,60,20,10,5,5,"Male","United Kingdom","Employed full-time","Yes","Bachelor's degree","Other","6 to 10 years","Work","Some college/university study, no bachelor's degree","CRM/Marketing","10,000 or more employees","Increased slightly","More than 10 years","I visited the company's Web site and found a job listing there","Sometimes",60000,"GBP",4,4,8,"GBP",4,1.324188,0.96,79451.28,59588.46,0.75
29,60,20,10,5,5,"Male","United Kingdom","Employed full-time","Yes","Bachelor's degree","Other","6 to 10 years","Work","Some college/university study, no bachelor's degree","CRM/Marketing","10,000 or more employees","Increased slightly","More than 10 years","I visited the company's Web site and found a job listing there","Sometimes",60000,"GBP",4,4,8,"USD",1,1,0.02,60000,59588.46,0.993141
30,0,90,0,0,10,"Male","Russia","Employed full-time","No","Master's degree","Engineering (non-computer focused)","Less than a year","Online courses (coursera, udemy, edx, etc.)","A master's degree","Manufacturing","1,000 to 4,999 employees","Stayed the same","Don't know","An external recruiter or headhunter","Sometimes",25000,"RUB",5,1,6,"EUR",2,1.195826,0.03,29895.65,71749.56,2.4
30,0,90,0,0,10,"Male","Russia","Employed full-time","No","Master's degree","Engineering (non-computer focused)","Less than a year","Online courses (coursera, udemy, edx, etc.)","A master's degree","Manufacturing","1,000 to 4,999 employees","Stayed the same","Don't know","An external recruiter or headhunter","Sometimes",25000,"RUB",5,1,6,"RUB",6,0.017402,0.76,435.05,71749.56,164.922560625215
30,0,90,0,0,10,"Male","Russia","Employed full-time","No","Master's degree","Engineering (non-computer focused)","Less than a year","Online courses (coursera, udemy, edx, etc.)","A master's degree","Manufacturing","1,000 to 4,999 employees","Stayed the same","Don't know","An external recruiter or headhunter","Sometimes",25000,"RUB",5,1,6,"USD",1,1,0.21,25000,71749.56,2.8699824
28,10,60,30,0,0,"Male","United States","Employed full-time","","Bachelor's degree","","3 to 5 years","Self-taught","A bachelor's degree","Retail","10,000 or more employees","Increased slightly","More than 10 years","Some other way","Rarely",97500,"USD",4,3,8,"AMD",46,0.00209,0,203.775,1956.24,9.6
28,10,60,30,0,0,"Male","United States","Employed full-time","","Bachelor's degree","","3 to 5 years","Self-taught","A bachelor's degree","Retail","10,000 or more employees","Increased slightly","More than 10 years","Some other way","Rarely",97500,"USD",4,3,8,"USD",1,1,1,97500,1956.24,0.020064
21,30,0,40,30,0,"Male","United Kingdom","Employed full-time","No","Master's degree","Mathematics or statistics","6 to 10 years","University courses","A bachelor's degree","Technology","1,000 to 4,999 employees","Decreased slightly","3-5 years","A career fair or on-campus recruiting event","Sometimes",56000,"GBP",5,4,6,"EUR",2,1.195826,0.01,66966.256,59588.46,0.889828154645528
21,30,0,40,30,0,"Male","United Kingdom","Employed full-time","No","Master's degree","Mathematics or statistics","6 to 10 years","University courses","A bachelor's degree","Technology","1,000 to 4,999 employees","Decreased slightly","3-5 years","A career fair or on-campus recruiting event","Sometimes",56000,"GBP",5,4,6,"GBP",4,1.324188,0.96,74154.528,59588.46,0.803571428571429
21,30,0,40,30,0,"Male","United Kingdom","Employed full-time","No","Master's degree","Mathematics or statistics","6 to 10 years","University courses","A bachelor's degree","Technology","1,000 to 4,999 employees","Decreased slightly","3-5 years","A career fair or on-campus recruiting event","Sometimes",56000,"GBP",5,4,6,"USD",1,1,0.02,56000,59588.46,1.06407964285714
26,10,15,40,5,30,"Male","United States","Employed full-time","","Master's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Mix of fields","10,000 or more employees","Stayed the same","3-5 years","A friend, family member, or former colleague told me","Sometimes",90000,"USD",5,3,8,"AMD",46,0.00209,0,188.1,1956.24,10.4
26,10,15,40,5,30,"Male","United States","Employed full-time","","Master's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Mix of fields","10,000 or more employees","Stayed the same","3-5 years","A friend, family member, or former colleague told me","Sometimes",90000,"USD",5,3,8,"USD",1,1,1,90000,1956.24,0.021736
28,40,0,20,40,0,"Male","United States","Employed full-time","","Doctoral degree","Physics","6 to 10 years","Self-taught","A master's degree","Technology","20 to 99 employees","Stayed the same","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","",160000,"USD",6,4,3,"AMD",46,0.00209,0,334.4,1956.24,5.85
28,40,0,20,40,0,"Male","United States","Employed full-time","","Doctoral degree","Physics","6 to 10 years","Self-taught","A master's degree","Technology","20 to 99 employees","Stayed the same","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","",160000,"USD",6,4,3,"USD",1,1,1,160000,1956.24,0.0122265
35,30,25,30,5,0,"Male","United States","Employed full-time","Yes","Doctoral degree","Physics","More than 10 years","Online courses (coursera, udemy, edx, etc.)","High school","Government","10,000 or more employees","Stayed the same","More than 10 years","A friend, family member, or former colleague told me","Rarely",83000,"USD",6,5,8,"AMD",46,0.00209,0,173.47,1956.24,11.2771084337349
35,30,25,30,5,0,"Male","United States","Employed full-time","Yes","Doctoral degree","Physics","More than 10 years","Online courses (coursera, udemy, edx, etc.)","High school","Government","10,000 or more employees","Stayed the same","More than 10 years","A friend, family member, or former colleague told me","Rarely",83000,"USD",6,5,8,"USD",1,1,1,83000,1956.24,0.023569156626506
30,20,10,40,30,0,"Male","United States","Employed full-time","Sort of (Explain more)","Master's degree","A humanities discipline","3 to 5 years","University courses","A doctoral degree","Insurance","1,000 to 4,999 employees","Increased slightly","More than 10 years","I visited the company's Web site and found a job listing there","Sometimes",75000,"USD",5,3,6,"AMD",46,0.00209,0,1881,1956.24,1.04
30,20,10,40,30,0,"Male","United States","Employed full-time","Sort of (Explain more)","Master's degree","A humanities discipline","3 to 5 years","University courses","A doctoral degree","Insurance","1,000 to 4,999 employees","Increased slightly","More than 10 years","I visited the company's Web site and found a job listing there","Sometimes",75000,"USD",5,3,6,"USD",1,1,1,75000,1956.24,0.0260832
37,30,60,10,0,0,"Male","India","Employed full-time","No","Bachelor's degree","Computer Science","Less than a year","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","10,000 or more employees","Increased slightly","Don't know","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",1600000,"INR",4,1,8,"INR",3,0.01562,0.94,24992,28116,1.125
37,30,60,10,0,0,"Male","India","Employed full-time","No","Bachelor's degree","Computer Science","Less than a year","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","10,000 or more employees","Increased slightly","Don't know","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",1600000,"INR",4,1,8,"RON",43,0.259964,0,415942.4,28116,0.0675958978935545
37,30,60,10,0,0,"Male","India","Employed full-time","No","Bachelor's degree","Computer Science","Less than a year","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","10,000 or more employees","Increased slightly","Don't know","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",1600000,"INR",4,1,8,"RSD",45,0.01002,0.01,16032,28116,1.75374251497006
37,30,60,10,0,0,"Male","India","Employed full-time","No","Bachelor's degree","Computer Science","Less than a year","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","10,000 or more employees","Increased slightly","Don't know","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",1600000,"INR",4,1,8,"RUB",6,0.017402,0,27843.2,28116,1.00979772439949
37,30,60,10,0,0,"Male","India","Employed full-time","No","Bachelor's degree","Computer Science","Less than a year","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","10,000 or more employees","Increased slightly","Don't know","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",1600000,"INR",4,1,8,"USD",1,1,0.04,1600000,28116,0.0175725
47,20,0,60,20,0,"Male","United States","Employed full-time","Sort of (Explain more)","Master's degree","Other","More than 10 years","University courses","A professional degree","Academic","1,000 to 4,999 employees","Increased slightly","More than 10 years","Some other way","Sometimes",120000,"USD",5,5,6,"AMD",46,0.00209,0,250.8,1956.24,7.8
47,20,0,60,20,0,"Male","United States","Employed full-time","Sort of (Explain more)","Master's degree","Other","More than 10 years","University courses","A professional degree","Academic","1,000 to 4,999 employees","Increased slightly","More than 10 years","Some other way","Sometimes",120000,"USD",5,5,6,"USD",1,1,1,120000,1956.24,0.016302
32,0,0,0,100,0,"Male","Greece","Employed full-time","","Doctoral degree","Physics","More than 10 years","University courses","A doctoral degree","Technology","10 to 19 employees","Increased slightly","6-10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","",25000,"EUR",6,5,2,"EUR",2,1.195826,0.91,29895.65,35813.928,1.19796451992179
32,0,0,0,100,0,"Male","Greece","Employed full-time","","Doctoral degree","Physics","More than 10 years","University courses","A doctoral degree","Technology","10 to 19 employees","Increased slightly","6-10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","",25000,"EUR",6,5,2,"GBP",4,1.324188,0.09,33104.7,35813.928,1.08183816799427
24,30,0,20,40,10,"Female","United Kingdom","Employed full-time","","Master's degree","Physics","1 to 2 years","University courses","A doctoral degree","Academic","100 to 499 employees","Increased slightly","3-5 years","A friend, family member, or former colleague told me","Rarely",26200,"GBP",5,2,4,"EUR",2,1.195826,0.01,31330.6412,59588.46,1.90192277328815
24,30,0,20,40,10,"Female","United Kingdom","Employed full-time","","Master's degree","Physics","1 to 2 years","University courses","A doctoral degree","Academic","100 to 499 employees","Increased slightly","3-5 years","A friend, family member, or former colleague told me","Rarely",26200,"GBP",5,2,4,"GBP",4,1.324188,0.96,34693.7256,59588.46,1.7175572519084
24,30,0,20,40,10,"Female","United Kingdom","Employed full-time","","Master's degree","Physics","1 to 2 years","University courses","A doctoral degree","Academic","100 to 499 employees","Increased slightly","3-5 years","A friend, family member, or former colleague told me","Rarely",26200,"GBP",5,2,4,"USD",1,1,0.02,26200,59588.46,2.27436870229008
45,40,20,20,10,10,"Male","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Information technology, networking, or system administration","More than 10 years","Self-taught","I prefer not to answer","Manufacturing","20 to 99 employees","Increased slightly","6-10 years","Some other way","Sometimes",180000,"USD",4,5,3,"AMD",46,0.00209,0,376.2,1956.24,5.2
45,40,20,20,10,10,"Male","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Information technology, networking, or system administration","More than 10 years","Self-taught","I prefer not to answer","Manufacturing","20 to 99 employees","Increased slightly","6-10 years","Some other way","Sometimes",180000,"USD",4,5,3,"USD",1,1,1,180000,1956.24,0.010868
27,0,40,0,50,10,"Male","Argentina","Employed full-time","","Master's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A doctoral degree","Technology","10 to 19 employees","Decreased slightly","1-2 years","A friend, family member, or former colleague told me","Rarely",15000,"USD",5,3,2,"ARS",30,0.058444,0.58,876.66,37533.2,42.8138617023704
27,0,40,0,50,10,"Male","Argentina","Employed full-time","","Master's degree","Engineering (non-computer focused)","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A doctoral degree","Technology","10 to 19 employees","Decreased slightly","1-2 years","A friend, family member, or former colleague told me","Rarely",15000,"USD",5,3,2,"USD",1,1,0.42,15000,37533.2,2.50221333333333
31,20,0,0,30,0,"Female","United States","Employed full-time","Yes","Master's degree","Other","6 to 10 years","Other","A bachelor's degree","Mix of fields","10,000 or more employees","Decreased significantly","1-2 years","An external recruiter or headhunter","Most of the time",101000,"USD",5,4,8,"AMD",46,0.00209,0,211.09,1956.24,9.26732673267327
31,20,0,0,30,0,"Female","United States","Employed full-time","Yes","Master's degree","Other","6 to 10 years","Other","A bachelor's degree","Mix of fields","10,000 or more employees","Decreased significantly","1-2 years","An external recruiter or headhunter","Most of the time",101000,"USD",5,4,8,"USD",1,1,1,101000,1956.24,0.0193687128712871
38,10,10,70,0,10,"Male","Belgium","Employed full-time","Yes","Doctoral degree","Physics","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A professional degree","CRM/Marketing","10 to 19 employees","Stayed the same","6-10 years","I visited the company's Web site and found a job listing there","Sometimes",26000,"EUR",6,5,2,"EUR",2,1.195826,1,31091.476,65770.43,2.11538461538462
33,10,25,25,40,0,"Female","United States","Employed full-time","","Doctoral degree","Psychology","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Internet-based","5,000 to 9,999 employees","Increased significantly","6-10 years","I visited the company's Web site and found a job listing there","Sometimes",132000,"USD",6,3,7,"AMD",46,0.00209,0,275.88,1956.24,7.09090909090909
33,10,25,25,40,0,"Female","United States","Employed full-time","","Doctoral degree","Psychology","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Internet-based","5,000 to 9,999 employees","Increased significantly","6-10 years","I visited the company's Web site and found a job listing there","Sometimes",132000,"USD",6,3,7,"USD",1,1,1,132000,1956.24,0.01482
26,40,5,15,40,0,"Male","United States","Employed full-time","No","Master's degree","Electrical Engineering","3 to 5 years","University courses","A professional degree","Academic","1,000 to 4,999 employees","Increased significantly","Don't know","I visited the company's Web site and found a job listing there","Never",50000,"USD",5,3,6,"AMD",46,0.00209,0,1254,1956.24,1.56
26,40,5,15,40,0,"Male","United States","Employed full-time","No","Master's degree","Electrical Engineering","3 to 5 years","University courses","A professional degree","Academic","1,000 to 4,999 employees","Increased significantly","Don't know","I visited the company's Web site and found a job listing there","Never",50000,"USD",5,3,6,"USD",1,1,1,50000,1956.24,0.0391248
33,0,40,30,20,10,"Male","Brazil","Employed full-time","Yes","Master's degree","Computer Science","3 to 5 years","University courses","High school","Technology","1,000 to 4,999 employees","Increased slightly","3-5 years","Some other way","Most of the time",210000,"BRL",5,3,6,"BRL",5,0.32135,0.91,67483.5,60000,0.889106225966347
33,0,40,30,20,10,"Male","Brazil","Employed full-time","Yes","Master's degree","Computer Science","3 to 5 years","University courses","High school","Technology","1,000 to 4,999 employees","Increased slightly","3-5 years","Some other way","Most of the time",210000,"BRL",5,3,6,"EUR",2,1.195826,0.01,251123.46,60000,0.238926303420636
33,0,40,30,20,10,"Male","Brazil","Employed full-time","Yes","Master's degree","Computer Science","3 to 5 years","University courses","High school","Technology","1,000 to 4,999 employees","Increased slightly","3-5 years","Some other way","Most of the time",210000,"BRL",5,3,6,"USD",1,1,0.07,210000,60000,0.285714285714286
33,25,0,25,25,0,"Male","United States","Employed full-time","No","Master's degree","Biology","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A doctoral degree","Technology","20 to 99 employees","Increased slightly","6-10 years","Some other way","Rarely",67000,"USD",5,3,3,"AMD",46,0.00209,0,1680.36,1956.24,1.16417910447761
33,25,0,25,25,0,"Male","United States","Employed full-time","No","Master's degree","Biology","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A doctoral degree","Technology","20 to 99 employees","Increased slightly","6-10 years","Some other way","Rarely",67000,"USD",5,3,3,"USD",1,1,1,67000,1956.24,0.0291976119402985
36,5,0,5,90,0,"Male","United States","Employed full-time","Sort of (Explain more)","Master's degree","Psychology","3 to 5 years","University courses","A doctoral degree","Government","500 to 999 employees","Increased slightly","Less than one year","A friend, family member, or former colleague told me","Never",120000,"USD",5,3,5,"AMD",46,0.00209,0,250.8,1956.24,7.8
36,5,0,5,90,0,"Male","United States","Employed full-time","Sort of (Explain more)","Master's degree","Psychology","3 to 5 years","University courses","A doctoral degree","Government","500 to 999 employees","Increased slightly","Less than one year","A friend, family member, or former colleague told me","Never",120000,"USD",5,3,5,"USD",1,1,1,120000,1956.24,0.016302
38,0,0,30,70,0,"Male","Taiwan","Employed full-time","No","Master's degree","Computer Science","1 to 2 years","University courses","Some college/university study, no bachelor's degree","Telecommunications","5,000 to 9,999 employees","Stayed the same","Less than one year","A friend, family member, or former colleague told me","Always",1e+06,"TWD",5,2,7,"TWD",16,0.033304,0.74,33304,42647.6,1.28055488830171
38,0,0,30,70,0,"Male","Taiwan","Employed full-time","No","Master's degree","Computer Science","1 to 2 years","University courses","Some college/university study, no bachelor's degree","Telecommunications","5,000 to 9,999 employees","Stayed the same","Less than one year","A friend, family member, or former colleague told me","Always",1e+06,"TWD",5,2,7,"USD",1,1,0.26,1e+06,42647.6,0.0426476
34,10,15,30,40,5,"Male","United States","Employed full-time","","Master's degree","Other","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Telecommunications","10,000 or more employees","Increased significantly","6-10 years","A friend, family member, or former colleague told me","Sometimes",120000,"USD",5,5,8,"AMD",46,0.00209,0,250.8,1956.24,7.8
34,10,15,30,40,5,"Male","United States","Employed full-time","","Master's degree","Other","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Telecommunications","10,000 or more employees","Increased significantly","6-10 years","A friend, family member, or former colleague told me","Sometimes",120000,"USD",5,5,8,"USD",1,1,1,120000,1956.24,0.016302
60,0,0,80,20,0,"Male","Netherlands","Employed full-time","Yes","Doctoral degree","A health science","More than 10 years","Work","A bachelor's degree","Academic","5,000 to 9,999 employees","Increased significantly","More than 10 years","Some other way","Most of the time",120000,"USD",6,5,7,"EUR",2,1.195826,1,143499.12,77130.777,0.5375
50,25,25,25,25,0,"Male","United States","Employed full-time","","Master's degree","Mathematics or statistics","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A professional degree","Other","1,000 to 4,999 employees","Stayed the same","1-2 years","A friend, family member, or former colleague told me","Always",150000,"USD",5,5,6,"AMD",46,0.00209,0,313.5,1956.24,6.24
50,25,25,25,25,0,"Male","United States","Employed full-time","","Master's degree","Mathematics or statistics","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A professional degree","Other","1,000 to 4,999 employees","Stayed the same","1-2 years","A friend, family member, or former colleague told me","Always",150000,"USD",5,5,6,"USD",1,1,1,150000,1956.24,0.0130416
30,10,30,30,30,0,"Male","United States","Employed full-time","Sort of (Explain more)","Master's degree","Mathematics or statistics","1 to 2 years","University courses","High school","Hospitality/Entertainment/Sports","20 to 99 employees","Increased slightly","1-2 years","A general-purpose job board","Rarely",110000,"USD",5,2,3,"AMD",46,0.00209,0,229.9,1956.24,8.50909090909091
30,10,30,30,30,0,"Male","United States","Employed full-time","Sort of (Explain more)","Master's degree","Mathematics or statistics","1 to 2 years","University courses","High school","Hospitality/Entertainment/Sports","20 to 99 employees","Increased slightly","1-2 years","A general-purpose job board","Rarely",110000,"USD",5,2,3,"USD",1,1,1,110000,1956.24,0.017784
